record_id,provider,title,price_usd,merchant_display_text,ever_returned_in_five_validated_games,within_800_record_price,example_family,grinding_or_bean_to_cup_text,milk_froth_or_steam_text,pressure_marketing_15_or_20_bar,title_truncated_flag,merchant_aggregate_flag,numeric_only_merchant_field,alibaba_merchant_text,sponsored
bing-ca5eefefe326fb47e3c5,bing,20 Bar Espresso Machine With Grinder & Milk Frother - Home & Professional Use,560.99,AccessoryZ,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-659c2419f68e515b5ea1,bing,"Italian Style Espresso Machine With Built In Grinder And Milk Frother, Auto Grind And Brew, 10-Stage Adjustable Grind, Home Use, Smooth Steam Milk Foa",13559.00,VXB.com,False,False,unclassified by example rules,True,True,False,False,False,False,False,False
bing-95c801faa933fa80fa2f,bing,"Espresso Machine With Grinder, 15 Bar Semi-Automatic Espresso Coffee Maker With Milk Frother Steam Wand, Removable Water Tank & Pressure Gauge For Cappuccino, Latte, Machiato, PID Control System",273.96,Weguy,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-9376c46c5715455a89a8,bing,3-In-1 Espresso Machine With Grinder Milk Frother 19Bar Professional WHITE / US,426.99,Everythings.Life,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-c9e92de32f7c005c9063,bing,"Espresso Machine With Grinder, 20 Bar Espresso Maker With Milk Frother Steam Wand, Professional Cappuccino Latte Maker, Gifts For Dad, Mom, Coffee Lover Or Housewarming",508.49,The Retail Market,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-84504958dc45121db337,bing,"Kismile Espresso Machine, Semi-Automatic Coffee Maker With Bean Grinder And Milk Frother Steam Wand - CM8031",499.99,delupe.com,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-484346c6e71773b55ed8,bing,"Automatic Espresso & Coffee Machine With Manual Milk Frother For Latte, Cappuccino, Built-In Grinder, Silver Coffee Maker",45.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-b9ca4f144966ffa80d50,bing,Espresso Machine With Grinder 20 Bar Espresso Machine With Milk Frother Steam W,404.79,AccessoryZ,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-69d809365143dac63ce7,bing,Automatic Espresso Machine With Built In Grinder And Touch Panel For Barista Quality Coffee At Home Milk Frothing Steam Wand Adjustable Strength Self,554.88,VXB.com,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-e7569e81edd2aa63ebf6,bing,"CASABREWS Espresso Machine With Grinder, Professional Espresso Maker With Milk Frother Steam Wand, 20 Bar Barista Cappuccino Machine With LCD Display For Lattes, Gift For Dad Mom Wife Or Coffee Lover",974.49,The Retail Market,False,False,unclassified by example rules,True,True,True,False,False,False,False,False
bing-e5e65f383212602c134a,bing,15 Bar Espresso Machines With Built-In Grinder Milk Frother & Auto-Cleaning,259.89,AccessoryZ,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-16f171fcd3e63a99145c,bing,"Espresso Machine 20 Bar, Expresso Coffee Machines With Grinder, Espresso Maker With Milk Frother",3.02,AliExpress,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-a38daf4ec239b5de91f2,bing,"Espresso Machine With Burr Grinder And 20 Bar Pressure, Milk Frother Steam Wand, Stainless Steel Home Coffee Maker For Cappuccino, Latte, Americano, C",294.88,VXB.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-d3b82fcfff13c8b299ec,bing,Espresso Machine With Grinder 20 Bar Pressure Milk Frother Stainless Steel,270.55,Aisle-3,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-b68a44ab2e6dce9505e4,bing,Italian Household Professional Automatic Multi Function Grinder Espresso Coffee Machine With Milk Frother,126.30,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-77ecbaaea4422b27ebd2,bing,Professional Espresso Machine With Grinder & Milk Frother 20 Bar Pressure,467.99,AccessoryZ,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-650e72bfbd0529a0fad9,bing,Espresso Machine With Built In Grinder And Milk Frother 20 Bar Coffee Maker For Home Baristas Removable Water Tank Anti Clog Grinding System Latte And,474.88,VXB.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-5c573e151a5e130f2b17,bing,"Espresso Machine With Grinder, Milk Frother Wand, 1450W, 20 Bar Professional Espresso Maker With Barista Kit, 2.8L Water Tank For Cappuccinos Or Macchiatos",548.49,The Retail Market,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-62c55277afa7c9def0ae,bing,Espresso Machine With Grinder And Milk Frother For Home Use 20 Bar Pressure Vintage Cream Finishing Built In Grinder For Fresh Espresso Barista Qualit,499.00,VXB.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-d5c054cfa057e1200cec,bing,"Super Automatic Espresso Machine With Built In Grinder And Milk Frother For Home Use, Create Latte Cappuccino Macchiato, Auto Wake Sleep, Customizable",1834.88,VXB.com,False,False,unclassified by example rules,True,True,False,False,False,False,False,False
bing-45df535a6538f17ec596,bing,"Fully Automatic Espresso Machine With Grinder - 20 Bar, Milk Frother, Adjustable Grinding, Touch Control & Auto Self-Cleaning, For Cappuccino &",322.99,Temu-AC,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-37603560287532676303,bing,"All-In-One Espresso Machine With 15 Bar Pressure, Built-In Bean Grinder, Milk Frother And Steam Wand, 70 Oz Removable Water Tank, Lightweight ABS Shel",479.00,VXB.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-2c7fd72b67d02a9c40b7,bing,"Zulay Kitchen Magia Manual Espresso Machine With Built-In Grinder & Steam Wand - 15 Bar Pressure Espresso Maker, 2L Removable Water Tank, Milk Frother",199.98,Findthedeal US,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-9528fae1057b8fcddbe4,bing,Home Espresso Machine With Grinder And Milk Frother 20 Bar Pressure Barista Quality Espresso Coffee Maker With Removable 60 Ounce Water Tank Steam Wan,249.00,VXB.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-48d85206b2f6bb0f46b5,bing,Espresso Machines With Grinder-19 Bar Automatic Coffee Machine With Milk Frother Wand For Cappuccino,351.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-055cbff8c048a4c9d7eb,bing,Fully Automatic Espresso Machine 20 Bar With Auto Milk Frother & Grinder,505.99,AccessoryZ,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-5b426604604b64a6f45e,bing,"Espresso Machine With Grinder, 15 Bar Semi-Automatic Espresso Coffee Maker With Milk Frother Steam Wand, Removable Water Tank & Pressure Gauge For",839.88,delupe.com,False,False,unclassified by example rules,True,True,True,False,False,False,False,False
bing-b3eaacf0d2a9b00129d7,bing,"Garvee 20 Bar Pressure Espresso Machine With Grinder, Milk Frother For Home/Office, 1.5L Removable Tank, Adjustable Shot Volume, - Black Spray Paint",199.99,garvee.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-2e1992678e4b3cc397cf,bing,15 Bar Espresso Machine With Coffee Grinder Milk Steam Frother Wand For Espresso And Latte,111.00,Alibaba.com,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-9f57bf365379aa49271a,bing,"De'longhi - Rivelia Fully Automatic Espresso Machine, Integrated Grinder, 2 Removable Bean Hoppers, Automatic Milk Frother - Sand Beige",1299.99,Best Buy,False,False,DeLonghi Rivelia,True,True,False,False,False,False,False,False
bing-7cf8e25d54f8f13837ea,bing,Fully Automatic Espresso Machine With Grinder Cappuccino & Latte Coffee Maker With Milk Frother And Touch Screen,330.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-14973aea8f44e2a0ae26,bing,Breville BES985BSS Oracle Jet Espresso …,1999.95,Amazon.com,False,False,Breville Oracle Jet,False,False,False,True,False,False,False,True
bing-be9acd3b57af42dc7201,bing,Espresso Machine With Grinder And Milk Frot…,156.71,Walmart,False,True,unclassified by example rules,True,True,False,True,False,False,False,True
bing-1bc8c4b40e1fc6608024,bing,Espresso Coffee Machine 20 Bar With …,310.00,Target,False,True,unclassified by example rules,False,False,True,True,False,False,False,True
bing-35cfa4192e643d29aa58,bing,"PHILIPS Baristina Espresso Machine, G…",359.96,Amazon.com,False,True,Philips Baristina,False,False,False,True,False,False,False,True
bing-61d666a62b526bc49e45,bing,"PHILIPS Baristina Espresso Machine, G…",267.34,Amazon.com,False,True,Philips Baristina,False,False,False,True,False,False,False,True
bing-a5cf3e406b4e98040e3d,bing,"Garvee 20 Bar Espresso Machines, …",229.99,Walmart,False,True,unclassified by example rules,False,False,True,True,False,False,False,True
bing-b4d4abd322b8f86ded33,bing,20 Bar Espresso Machine With Grinde…,292.64,Temu US,False,True,unclassified by example rules,True,False,True,True,False,False,False,True
bing-382cbbbfefdf99087fdb,bing,"Ninja Luxe Café Premier Series 3-In-1 Espresso, Cof…",599.99,Target,False,True,Ninja Premier,False,False,False,True,False,False,False,True
bing-1145140c1cad9c8a3854,bing,Professional Espresso Machine With Grinde…,316.34,Walmart,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-bbfdf55a3dfc577242a0,bing,"Free Village Coffee Maker With Grinder, …",299.99,Walmart,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-ec64f424891a84c25713,bing,Blissbrew Espresso Machine With Grinde…,525.99,Shop,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-afb3799263a2f1944e3c,bing,Garvee 15 Bar Semi-Automatic Espresso …,389.99,Target,False,True,unclassified by example rules,False,False,True,True,False,False,False,True
bing-5d80b155b8bf02ad01c8,bing,Zulay Kitchen Magia Clasica Automatic Es…,385.99,Amazon.com,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-df4863018c6bb78f619f,bing,Super Automatic Coffee Machine With …,938.04,Home Depot,False,False,unclassified by example rules,False,False,False,True,False,False,False,True
bing-d2e55c6a42c587e61799,bing,Nespresso - Pixie Silver Redesign & Aeroccino3 Mil…,289.99,Nespresso US,False,True,Nespresso,False,False,False,True,False,False,False,True
bing-63d4266e9468270e81dd,bing,Nespresso - Vertuo Matte Black & Aerocc…,269.99,Nespresso US,False,True,Nespresso,False,False,False,True,False,False,False,True
bing-af4381543fc3358cbc99,bing,Everythings.Life 3-In-1 Espresso Machine With G…,426.99,Shop,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-246f22a91ef18e791931,bing,"Espresso Machine, Stainless Steel Espre…",340.80,Walmart,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-941e92e86101e9aceebd,bing,Delonghi Rivelia Automatic Coffee An…,1299.95,Target,False,False,DeLonghi Rivelia,False,False,False,True,False,False,False,True
bing-1a1c7a2df17d7704e2d2,bing,2- Cup Silver/Brushed Stainless Steel All In …,265.99,Home Depot,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-ba2ed46f3cb385cc4bcd,bing,Everythings.Life 3-In-1 Espresso Machine With …,426.99,Shop,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-2a2568053bd382f24e11,bing,Magia 2-Cup Midnight Silver Espresso Mac…,999.99,Home Depot,False,False,unclassified by example rules,False,False,False,True,False,False,False,True
bing-1f73ca6b2627c80953ab,bing,Blissbrew Espresso Machine With Grinde…,749.99,Shop,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-5b9721c9fef1682a8896,bing,"Fully Automatic Espresso Machine With Grinder, E…",176.15,Proyins,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-d148977634cae94407e1,bing,The Barista Pro™,849.95,Sageappliances.com,False,False,unclassified by example rules,False,False,False,False,False,False,False,True
bing-060842692eee942952b3,bing,De'longhi Magnifica Start Coffee And Esp…,749.95,Target,False,True,DeLonghi Magnifica Start,False,False,False,True,False,False,False,True
bing-a5e51370a436aee3a09f,bing,"Espresso Machine, Espresso Machine W…",141.02,Proyins,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-e82d7d3daa78fb0ea24f,bing,20-Bar Espresso Machine With Grinde…,232.31,Temu US,False,True,unclassified by example rules,True,False,True,True,False,False,False,True
bing-b997648e7ebaeec1d065,bing,Auseo Espresso Machine With Grinde…,559.99,Walmart,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-88861fd3ac70636d0f01,bing,"Fully Automatic Espresso Machine,With Milk Frother, …",154.80,Proyins,False,True,unclassified by example rules,False,True,False,True,False,False,False,True
bing-d4dc97d84bd15f52e3f1,bing,De'longhi Rivelia Automatic Espresso …,519.98,Proyins,False,True,DeLonghi Rivelia,False,False,False,True,False,False,False,True
bing-21f4507db4524b6f110d,bing,Espresso Machine With Grinder Espresso Maker With Milk Frother Steam Wand 1450W,503.60,AccessoryZ,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-d4cc2e178191b45a9ffe,bing,Espresso Machines With Grinder-20 Bar Dual Boiler Automatic Coffee Machine With Milk Frother Wand For Cappuccino,110.00,Alibaba.com,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-7f074fd7f5098da55a2f,bing,Espresso Machine With Grinder For Home Use 20 Bar Pro Coffee Maker With Milk Frother For Latte Cappuccino Barista Style With 30 Grind Settings And Ant,344.88,VXB.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-fd799ec559b96859a907,bing,"CASABREWS Espresso Machine With Grinder, Professional Espresso Maker With Milk Frother Steam Wand, Barista Latte Machine With Removable Water Tank For Cappuccinos Or Macchiatos, Gift For Mom Dad",698.49,The Retail Market,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-063fe9f1ec58075eb29c,bing,20 Bar Espresso Machines With Grinder With Steam Milk Frother Steam Wand,328.79,AccessoryZ,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-4d52fe1ce90459ddb944,bing,"All In One Espresso Maker With Built In Grinder And Milk Frother For Home Baristas, Stainless Steel Design, Three Hole Steam Wand For Rich Foam, Easy",9167.61,VXB.com,False,False,unclassified by example rules,True,True,False,False,False,False,False,False
bing-88b2fb0f8fa23d2b30c3,bing,"Espresso Machine With Grinder, 20 Bar Espresso Coffee Machines With Milk Frother Steam Wand, Espresso Maker For Latte, Cappuccino, Black/White,",231.97,Temu-AC,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-d85a73186ce60874f478,bing,Automatic Espresso Machine With Milk Frother & Grinder - Touch Screen 1.5L,620.99,eBay US,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-48aa0b988a723cf4bff5,bing,"Commercial Espresso Machines With Grinder & LCD Display, 20 Bar Espresso Coffee Machines With Milk Frother, Coffee Espresso Machine & Cappuccino",250.18,Temu US,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-0657ba812f13dda229e0,bing,Fully Automatic Espresso Machine With Built In Grinder And Milk Frother 13 One Touch Recipes No Fuss All In One Programmable Coffee Maker For Espresso,1084.88,VXB.com,False,False,unclassified by example rules,True,True,False,False,False,False,False,False
bing-d076fdd636743915cbcb,bing,"15 Bar, 15 Cups, Semi-Automatic Espresso Machine, Silver, With Grinder, Milk Frother, PID Control, Emovable Water Tank",309.59,Home Depot,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-d637fc26697e448504ca,bing,Silver 20 Bar Espresso Coffee Maker With Built In Stainless Steel Grinder Adjustable Shot Volume 1.5L Detachable Water Tank Milk Steam Frother For Home Office Use Garveehome Color/Finish: Silver,249.99,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-1cf942e72c88bb4c26ae,bing,Magia Manual Espresso Machine With Grinder And Milk Frother - Latte Cappuccino Machine By Zulay Kitchen Zulay Kitchen,359.99,Wayfair,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-2c114e374a5d97e62a03,bing,Spresso Machine With Grinder And Milk Frother Espiron Optimum,300.00,Wayfair,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-b8ae01aae604a45b6ba4,bing,"All-In-One 58mm Espresso Machine With Built-In Grinder And Milk Steam Wand, 15 Bar, Stainless Steel, Anti-Static Grinder, Barista-Grade Home Cafe Capp",549.00,VXB.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-9540b9727223649767ed,bing,Espresso Machine With Grinder 20 Bar Electric Coffee Maker With Milk Frother Steam Wand For Home,124.00,Alibaba.com,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-950a0876d102784230a9,bing,Commercial Espresso Coffee Maker With Grinder Automatic Milk Frother For Home Or Office Useespresso Machine Professional,400.00,Alibaba B2B,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-eea802e12ca612532ff1,bing,"VEVOR VIP Espresso Machine With Grinder, 15 Bar Semi-Automatic Espresso Coffee Maker With Milk Frother Steam Wand, Removable Water Tank & Pressure Gau",454.21,Shop,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-fffb6c340707640b02d2,bing,Luxury Steam Milk Foam Multi Function 3In1 High Pressure 20Bar Italian Cappuccino Espresso Coffee Machine Maker With Grinder,320.00,Alibaba.com,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-0cdfc3ea9e21a6cae8ad,bing,"4 Compact Espresso Maker With Grinder & Milk Frother, Stainless Steel Design",299.65,eBay US,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-0627f04cacb99efe0ae1,bing,"3Rd-Gen Espresso Coffee Maker With Milk Frother - Removable Brewer & Grinder, Adjustable",411.57,AliExpress,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-7aa21957e08734827957,bing,With 250G Grinder Maker 220V 2800W Milk Frother Steamer Making Cappuccino Espresso Coffee Machine,149.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-480ee1adf2ad41cddecf,bing,Professional Household Espresso Coffee Maker 15 Bar Pump Electric Coffee Machine With Grinder And Milk Frother,383.00,Alibaba B2B,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-0f2e29dd363a3f45ad19,bing,In Stock Wholesale Super Automatic Programmable Espresso Machine With 9 Bars Of Pressure Milk Frother & Automatic Grinder,299.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-55c2201c9265b3990a9b,bing,"Stainless Steel Espresso Machine With Grinder, Milk Frother Steam Wand, Home Professional 20 Bar Cappuccino Latte Coffee Maker",129.90,Alibaba.com,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-01e7324cb0bb9043b927,bing,"Dual Boiler Espresso Machine With Grinder & Milk Frother, 58mm Machines, Stainless Steel Coffee Maker For Cappuccino And Latte, Perfect For Home",395.80,Temu-AC,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-7a3d2192b8032c95049a,bing,Home Kitchen Espresso Machine Stainless Steel W/ Milk Frother & Grinder,322.20,eBay US,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-768274d734cd0e80217a,bing,"CASABREWS 3700 Essential Semi Automatic Espresso Machine With Coffee Grinder, 20 Bar Coffee Maker With Milk Frother, Stainless Steel Espresso Maker For Latte, Cappuccino And Home Coffee Bar CASABREWS",199.99,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-b22c0cf075ceb7902e3e,bing,"20 Bar Espresso Machine With Built-In Anti-Clog Grinder, Milk Frother And Tamping Tools For Latte Art, Barista-Grade Home Coffee Maker With Jam-Free G",414.88,VXB.com,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-f7b8756b0d864f1aa445,bing,"Semi-Automatic Espresso & Coffee Machine With Manual Milk Frother For Latte, Cappuccino, Built-In Grinder, 850W Coffee Maker",29.50,Alibaba B2B,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-9c2c445fa8a7570fa3de,bing,Stainless Steel Espresso Machine W/ Milk Frother & Grinder For Home Kitchen,299.65,eBay US,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-b60cfc5370f4347502b9,bing,New Espresso Coffee Maker With Milk Frother Automatic Coffee Machine With Grinder Household Commicial Office,310.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-a7f2abfe67183aabe0c9,bing,Barista Cappuccino Machine Professional Espresso Maker Espresso Machine With Grinder Milk Frother Steam Wand,245.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-f3b9a48a7b8e5ca3692c,bing,"Espress-O Machine With Grinder, Professional Espress-O Machine With Milk Frother Steam Wand OUTGOODS",306.99,Wayfair,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-37bf52a3e8952cd57186,bing,"KRUPS Precision Espresso Coffee Machine With Grinder, Latte & Cappuccino Maker",647.99,Tanga,False,True,unclassified by example rules,True,False,False,False,False,False,False,False
bing-77ffa67c181d6c3612d6,bing,Espresso Coffee Machine With Grinder 20 Bar For Home Office Milk Frother Cappuccino Latte Machines Professional,80.00,Alibaba.com,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-bff99be52e4bd9ed435a,bing,Magia Clasica 2-Cup White Copper Fully A…,430.62,Home Depot,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-709ce78070198e6c89b4,bing,De'longhi America Dinamica Fully Autom…,799.99,Amazon.com,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-053eb914e719f87577e4,bing,Smartpursue™ Automatic Espresso Machine With Gri…,499.99,Shop,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-78e0c6bc6dd3cdb9f438,bing,Kitchenaid Semi Auto Espresso Machine Wi…,699.95,Sur La Table,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-d453696aa0bb764740b7,bing,Blissbrew 2026 Upgrade) 15 Bar Espresso Machine Wit…,849.99,Shop,False,False,unclassified by example rules,False,False,True,True,False,False,False,True
bing-d1b779f2b00805c4ef05,bing,Fully Automatic Espresso Machine 20 Bar With Auto …,349.99,Temu US,False,True,unclassified by example rules,False,False,True,True,False,False,False,True
bing-de5b6cb4291aec05026e,bing,"Espresso Machine With Grinder, Professional Espre…",200.00,Proyins,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-8e7b383bc848c649b2a7,bing,De'longhi La Specialista Touch Espresso Machine …,799.95,Amazon.com,True,True,DeLonghi La Specialista,False,False,False,True,False,False,False,True
bing-1241690f64fc237f5f67,bing,EUHOMY 20 Bar Espresso Machine With Milk Tank Sta…,299.99,Target,False,True,unclassified by example rules,False,True,True,True,False,False,False,True
bing-1451fd56310971330833,bing,Gevi 20 Bar Compact Espresso Machine Wit…,109.99,Amazon.com,False,True,unclassified by example rules,False,False,True,True,False,False,False,True
bing-89ce0417668a60045fe5,bing,"Espresso Machines With Grinder, 20 Bar Professiona…",113.04,Proyins,False,True,unclassified by example rules,True,False,True,True,False,False,False,True
bing-7b3a0a523c76e961fbbc,bing,Nespresso Vertuo Next Premium Espresso Machin…,167.95,Williams Sonoma,False,True,Nespresso,False,False,False,True,False,False,False,True
bing-69405129c2609cc887ac,bing,Ninja 12C/Single-Serve Espresso & Coffee Barista …,279.99,Target,False,True,unclassified by example rules,False,False,False,True,False,False,False,True
bing-a80660fd26ac37f0934c,bing,"Espresso Machine With Grinder, 20 Bar Automatic …",277.26,Temu US,False,True,unclassified by example rules,True,False,True,True,False,False,False,True
bing-b4a4a54f521cb809db06,bing,"Garvee Espresso Coffee Machine With Grinder, 20 B…",317.99,garvee.com,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-33af8dba05d89a0e86c9,bing,GARVEE 15-Bar Espresso Machine With Built-In Grind…,408.99,garvee.com,False,True,unclassified by example rules,True,False,True,True,False,False,False,True
bing-7e46371cb5b9552640b4,bing,"Espresso Machine With Grinder, Professional Espre…",112.00,Proyins,False,True,unclassified by example rules,True,False,False,True,False,False,False,True
bing-a7aa441d00b13fcc252f,bing,QDMECH Automatic Espresso Coffee Machine …,500.00,Alibaba B2B,False,True,unclassified by example rules,False,False,False,True,False,False,True,True
bing-76b5c192d64860507557,bing,"20 Bar Espresso Machine With Built-In Grinder, Stainl…",499.99,Kohl's,False,True,unclassified by example rules,True,False,True,True,False,False,False,True
bing-06a37d55b34221baed4a,bing,Blissbrew 20 Bar Espresso Machine Wit…,776.99,Shop,False,True,unclassified by example rules,False,False,True,True,False,False,False,True
bing-9b1ab71c68cd0c12e329,bing,15 Bar Espresso & Cappuccino Machine Bean Grinder Combo With Milk Frother & Steam Wand Grain Product Making Machine,230.51,Alibaba.com,False,True,unclassified by example rules,True,True,True,False,False,False,True,False
bing-6d0d1484fc4370a3a462,bing,Super Automatic Espresso Maker Machine With Grinder Auto Cleaning Milk Foam System For Latte Cappuccino Macchiato,350.00,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-28efb932a72fcd5a1556,bing,"Espresso Machine With Grinder, Milk Frother, Steam Wand, 1.8L Water Tank, Digital Touch Screen, Cappuccino Latte Coffee Maker",29.90,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-4a0ad7ee5eae1072ce3f,bing,Barista-Grade All In One Espresso Machine With Built In Grinder Milk Frother And Steamer Auto Tamper Descaler Color Touch Display And One Touch Drinks,1534.88,VXB.com,False,False,unclassified by example rules,True,True,False,False,False,False,False,False
bing-a47a42f3da93ecb1520c,bing,"Three-In-One Espresso Machine With Built-In Steel Conical Grinder, Auto Brew, And Milk Frother, 10 Grind Settings, Push-To-Grind Convenience, Barista-",15939.00,VXB.com,False,False,unclassified by example rules,True,True,False,False,False,False,False,False
bing-589afb42f21f096c2b0e,bing,highly rated,599.99,Best Buy,True,True,Ninja Premier,True,True,False,False,False,False,False,False
bing-91b7b103c412c519e3a7,bing,"CASABREWS Espresso Machine 20 Bar With Coffee Grinder, Semi Automatic Coffee Maker With Milk Frother And Stainless Steel Blades For Fresh Ground Espresso, Latte And Cappuccino CASABREWS",199.99,Wayfair,False,True,unclassified by example rules,True,True,True,False,False,False,False,False
bing-c7a752a6e40d3bcbf661,bing,Espresso Coffee Maker Compact With Grinder & Milk Frother Stainless Steel,322.20,eBay US,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-047e8070cc2bbd724ae2,bing,"Blissbrew 2026 Upgrade) Espresso Machine With Grinder, Expresso Coffee Machines With Built-In Anti-Clog Coffee Grinder/Milk Steam Wand/Frother, Expres",552.99,Shop,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-208365445dc00b4cbbf6,bing,Milk Frother Professional Automatic Expresso Automatic Machine Commercial Espresso Coffee Machine With Grinder,240.00,Alibaba B2B,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-61decbbb528fa464f8d3,bing,Italian Home Professional Semi Automatic Milk Frother Cappuccino Espresso Coffee Makers With Grinder,637.20,Alibaba.com,False,True,unclassified by example rules,True,True,False,False,False,False,True,False
bing-c8b8dcf2d074b0dcb9ed,bing,Espresso Machine With Auto Tamper Auto Cleaning Milk Frother And Built In Grinder For At Home Barista Grade Cappuccinos Lattes And Macchiatos With Nin,1344.88,VXB.com,False,False,unclassified by example rules,True,True,False,False,False,False,False,False
bing-63dbd0a2a3fd2deec19f,bing,"Automatic Italian Coffee Machine With Built-In Grinder & Milk Frother - One-Touch Operation, Adjustable Grind",559.23,Bed Bath & Beyond,False,True,unclassified by example rules,True,True,False,False,False,False,False,False
bing-e2ea8284664c99f1318a,bing,"Breville Barista Touch Stainless Steel Espresso Maker BES880BSS1BUS1: 15 Bars Pressure, Milk Frother, Grinder, 67Oz Capacity",999.99,Target,False,False,Breville Barista Touch (other),True,True,True,False,False,False,False,False
